Time:,2024/12/13 0:21:24
Mode:,I-t - Amperometric i-t Curve
Range,5.0E-2A
Init E (mV),2000
Run Time (mS),180000
Quiet Time (mS),2000
Sample Int (mS),100
Filter (1-9999),9950

Time(S),Current(A)
6.9900e+001,-2.1188e-006
7.0000e+001,-2.9036e-006
7.0100e+001,-2.3021e-006
7.0200e+001,-2.6945e-006
7.0300e+001,-2.6871e-006
7.0400e+001,-2.0182e-006
7.0500e+001,-1.8991e-006
7.0600e+001,-2.7293e-006
7.0700e+001,-2.6388e-006
7.0800e+001,-2.7573e-006
7.0900e+001,-2.6219e-006
7.1000e+001,-2.3765e-006
7.1100e+001,-2.8881e-006
7.1200e+001,-2.4192e-006
7.1300e+001,-2.1495e-006
7.1400e+001,-2.2158e-006
7.1500e+001,-2.8027e-006
7.1600e+001,-2.7004e-006
7.1700e+001,-2.1815e-006
7.1800e+001,-2.5512e-006
7.1900e+001,-2.3308e-006
7.2000e+001,-2.6657e-006
7.2100e+001,-2.4761e-006
7.2200e+001,-2.4623e-006
7.2300e+001,-2.6235e-006
7.2400e+001,-2.8858e-006
7.2500e+001,-2.3993e-006
7.2600e+001,-2.3398e-006
7.2700e+001,-2.3185e-006
7.2800e+001,-2.7668e-006
7.2900e+001,-2.4231e-006
7.3000e+001,-2.4137e-006
7.3100e+001,-2.5526e-006
7.3200e+001,-2.6279e-006
7.3300e+001,-2.4750e-006
7.3400e+001,-2.1760e-006
7.3500e+001,-2.3796e-006
7.3600e+001,-2.2943e-006
7.3700e+001,-2.8937e-006
7.3800e+001,-1.8978e-006
7.3900e+001,-2.8443e-006
7.4000e+001,-2.5125e-006
7.4100e+001,-2.3454e-006
7.4200e+001,-2.7832e-006
7.4300e+001,-2.2985e-006
7.4400e+001,-2.0011e-006
7.4500e+001,-2.3304e-006
7.4600e+001,-2.5543e-006
7.4700e+001,-2.1273e-006
7.4800e+001,-1.8234e-006
7.4900e+001,-2.3760e-006
7.5000e+001,-2.8181e-006
7.5100e+001,-2.6961e-006
7.5200e+001,-2.4468e-006
7.5300e+001,-2.7137e-006
7.5400e+001,-2.2114e-006
7.5500e+001,-2.5107e-006
7.5600e+001,-2.0012e-006
7.5700e+001,-2.2778e-006
7.5800e+001,-2.8157e-006
7.5900e+001,-2.3838e-006
7.6000e+001,-2.2631e-006
7.6100e+001,-2.3918e-006
7.6200e+001,-2.1490e-006
7.6300e+001,-2.7095e-006
7.6400e+001,-2.3885e-006
7.6500e+001,-1.9602e-006
7.6600e+001,-2.5586e-006
7.6700e+001,-2.0340e-006
7.6800e+001,-2.1700e-006
7.6900e+001,-2.6197e-006
7.7000e+001,-2.7793e-006
7.7100e+001,-2.5710e-006
7.7200e+001,-2.7172e-006
7.7300e+001,-2.2787e-006
7.7400e+001,-2.7757e-006
7.7500e+001,-2.4234e-006
